Starting linear evaluation...
Epoch [  1/300] | LR: 0.099997 | Train Loss: 3.5925 | Val Loss: 3.2139 | Val Acc: 28.21%
Epoch [237/300] | LR: 0.010492 | Train Loss: 1.7378 | Val Loss: 1.7391 | Val Acc: 37.64%
Epoch [238/300] | LR: 0.010174 | Train Loss: 1.7457 | Val Loss: 1.7708 | Val Acc: 38.15%
Epoch [239/300] | LR: 0.009859 | Train Loss: 1.7424 | Val Loss: 1.7153 | Val Acc: 38.38%
Epoch [240/300] | LR: 0.009549 | Train Loss: 1.7389 | Val Loss: 1.7526 | Val Acc: 37.81%
Epoch [241/300] | LR: 0.009244 | Train Loss: 1.7295 | Val Loss: 1.7391 | Val Acc: 38.03%
Epoch [242/300] | LR: 0.008943 | Train Loss: 1.7367 | Val Loss: 1.7383 | Val Acc: 39.46%
Epoch [243/300] | LR: 0.008646 | Train Loss: 1.7384 | Val Loss: 1.7301 | Val Acc: 37.92%
Epoch [244/300] | LR: 0.008354 | Train Loss: 1.7376 | Val Loss: 1.6984 | Val Acc: 39.58%
Epoch [245/300] | LR: 0.008066 | Train Loss: 1.7336 | Val Loss: 1.7469 | Val Acc: 38.34%
Epoch [246/300] | LR: 0.007784 | Train Loss: 1.7303 | Val Loss: 1.7589 | Val Acc: 37.43%
Epoch [247/300] | LR: 0.007505 | Train Loss: 1.7256 | Val Loss: 1.7239 | Val Acc: 38.51%
Epoch [248/300] | LR: 0.007232 | Train Loss: 1.7261 | Val Loss: 1.7290 | Val Acc: 39.06%
Epoch [249/300] | LR: 0.006963 | Train Loss: 1.7266 | Val Loss: 1.7072 | Val Acc: 39.30%
Epoch [250/300] | LR: 0.006699 | Train Loss: 1.7238 | Val Loss: 1.7394 | Val Acc: 38.24%
Epoch [251/300] | LR: 0.006439 | Train Loss: 1.7197 | Val Loss: 1.7294 | Val Acc: 38.63%
Epoch [252/300] | LR: 0.006185 | Train Loss: 1.7227 | Val Loss: 1.7069 | Val Acc: 38.74%
Epoch [253/300] | LR: 0.005935 | Train Loss: 1.7178 | Val Loss: 1.6900 | Val Acc: 39.76%
Epoch [254/300] | LR: 0.005690 | Train Loss: 1.7211 | Val Loss: 1.7242 | Val Acc: 38.97%
Epoch [255/300] | LR: 0.005450 | Train Loss: 1.7189 | Val Loss: 1.7178 | Val Acc: 38.92%
Epoch [256/300] | LR: 0.005214 | Train Loss: 1.7123 | Val Loss: 1.6905 | Val Acc: 39.64%
Epoch [257/300] | LR: 0.004984 | Train Loss: 1.7154 | Val Loss: 1.6852 | Val Acc: 39.97%
Epoch [258/300] | LR: 0.004759 | Train Loss: 1.7098 | Val Loss: 1.6893 | Val Acc: 39.74%
Epoch [259/300] | LR: 0.004538 | Train Loss: 1.7093 | Val Loss: 1.7240 | Val Acc: 37.86%
Epoch [260/300] | LR: 0.004323 | Train Loss: 1.7094 | Val Loss: 1.7062 | Val Acc: 39.38%
Epoch [261/300] | LR: 0.004112 | Train Loss: 1.7080 | Val Loss: 1.7068 | Val Acc: 38.83%
Epoch [262/300] | LR: 0.003907 | Train Loss: 1.7149 | Val Loss: 1.7059 | Val Acc: 39.29%
Epoch [263/300] | LR: 0.003706 | Train Loss: 1.7121 | Val Loss: 1.6814 | Val Acc: 40.22%
Epoch [264/300] | LR: 0.003511 | Train Loss: 1.7021 | Val Loss: 1.7027 | Val Acc: 39.69%
Epoch [265/300] | LR: 0.003321 | Train Loss: 1.7067 | Val Loss: 1.6848 | Val Acc: 39.73%
Epoch [266/300] | LR: 0.003136 | Train Loss: 1.7052 | Val Loss: 1.6830 | Val Acc: 39.89%
Epoch [267/300] | LR: 0.002956 | Train Loss: 1.7063 | Val Loss: 1.6807 | Val Acc: 40.10%
Epoch [268/300] | LR: 0.002781 | Train Loss: 1.7007 | Val Loss: 1.6843 | Val Acc: 40.08%
Epoch [269/300] | LR: 0.002612 | Train Loss: 1.7059 | Val Loss: 1.7049 | Val Acc: 39.88%
Epoch [270/300] | LR: 0.002447 | Train Loss: 1.7004 | Val Loss: 1.6829 | Val Acc: 39.97%
Epoch [271/300] | LR: 0.002288 | Train Loss: 1.6962 | Val Loss: 1.6901 | Val Acc: 40.02%
Epoch [272/300] | LR: 0.002134 | Train Loss: 1.6972 | Val Loss: 1.6925 | Val Acc: 39.75%
Epoch [273/300] | LR: 0.001985 | Train Loss: 1.6995 | Val Loss: 1.6844 | Val Acc: 40.05%
Epoch [274/300] | LR: 0.001842 | Train Loss: 1.6995 | Val Loss: 1.6803 | Val Acc: 39.93%
Epoch [275/300] | LR: 0.001704 | Train Loss: 1.7036 | Val Loss: 1.6816 | Val Acc: 39.87%
Epoch [276/300] | LR: 0.001571 | Train Loss: 1.7006 | Val Loss: 1.6936 | Val Acc: 40.19%
Epoch [277/300] | LR: 0.001443 | Train Loss: 1.6946 | Val Loss: 1.6873 | Val Acc: 40.23%
Epoch [278/300] | LR: 0.001321 | Train Loss: 1.6967 | Val Loss: 1.6806 | Val Acc: 40.15%
Epoch [279/300] | LR: 0.001204 | Train Loss: 1.6965 | Val Loss: 1.6779 | Val Acc: 40.21%
Epoch [280/300] | LR: 0.001093 | Train Loss: 1.6953 | Val Loss: 1.6784 | Val Acc: 40.09%
Epoch [281/300] | LR: 0.000986 | Train Loss: 1.6949 | Val Loss: 1.6873 | Val Acc: 39.86%
Exception in thread Thread-565 (_pin_memory_loop):
Traceback (most recent call last):
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/threading.py", line 1016, in _bootstrap_inner
    self.run()
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/threading.py", line 953, in run
    self._target(*self._args, **self._kwargs)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/utils/data/_utils/pin_memory.py", line 59, in _pin_memory_loop
    do_one_step()
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/utils/data/_utils/pin_memory.py", line 35, in do_one_step
    r = in_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/multiprocessing/queues.py", line 122, in get
    return _ForkingPickler.loads(res)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/multiprocessing/reductions.py", line 541, in rebuild_storage_fd
    fd = df.detach()
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/multiprocessing/resource_sharer.py", line 57, in detach
    with _resource_sharer.get_connection(self._id) as conn:
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/multiprocessing/resource_sharer.py", line 86, in get_connection
    c = Client(address, authkey=process.current_process().authkey)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/multiprocessing/connection.py", line 502, in Client
    c = SocketClient(address)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/multiprocessing/connection.py", line 630, in SocketClient
    s.connect(address)
FileNotFoundError: [Errno 2] No such file or directory
Traceback (most recent call last):
  File "/mnt/disk4/baodq/Self-Supervised-Learning-comparisons/train_lightly/model/downstream_projector.py", line 148, in <module>
    loss = criterion(logits, labels)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/nn/modules/container.py", line 250, in forward
    input = module(input)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
  File "/mnt/disk1/miniconda3/envs/baodq_ssl/lib/python3.10/site-packages/torch/nn/modules/pooling.py", line 213, in forward
    return F.max_pool2d(
KeyboardInterrupt
